"Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"@Peter Chan 樂壇是百花齊放，各有喜好。
 當年四大天王 ，論唱功一定是張學友最好 ，但四大天王都各有成就 ，各有很多粉絲。
而且唱功 ，可以不斷磨練及成長。
 當初三位天王的唱功都備受質疑， 現在又有誰質疑三位天王的唱功呢?
四大天王之中 ，其中一位都是我的偶像 ，但不是張學友 ，所以偶像是要好全面， 以及有個人獨特的魅力 ，絕對不是單憑唱功。","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","1","2023-01-11T13:33:31Z","2023-01-11T15:33:41Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kkDFgrLcXT","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Lo vv 是但啦，佢成為鏡仔最唱得嗰個先講！","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","0","2023-01-11T13:27:37Z","2023-01-11T13:27:37Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kkC_XpFei3","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Yu Yu你都幾搞笑，姜粉姜糖咪又係嗰班人。做善事？你哋捐咗幾多百萬俾慈善機構？我冇攻擊姜仔，係你人身攻擊我先，至於低質，我唔會好似你哋用千字文漂白，我可以用另一個字形容你哋。。cheap!!","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","0","2023-01-11T13:23:23Z","2023-01-11T15:39:33Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kkC5SUitt9","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Peter Chan 他唱這歌有失準 ，但不至於鋪天蓋地的惡意攻擊 ，想致他於死地 。
善意的批評當然會接受 。
姜濤是一位謙卑 不斷求進步的人， 他一定會不斷改進","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","1","2023-01-11T13:10:47Z","2023-01-11T13:13:44Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kkAeD6_Kc0","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Peter Chan 睇下咩人就用咩說話同態度，仲有我係姜糖，唔係姜粉，咁同講錯🤣🤣🤣🤣，你都鬧人，有咩資格批評人呢？仲有靜靜話你知，姜糖經常做善事，教下你除左積下口德，學下又或者跟姜糖做下善事啦！咁你變得好高質㗎啦！仲有睇多書，淨係識講低質🤣🤣🤣🤣😏😏😏😏","Yu Yu","https://yt3.ggpht.com/ytc/AMLnZu_vyk3IUSABkT4xf4trdaB4Bizv2PfzgWgI9hjn5T57OhrCeAPtmKeDTf1Fw2jP=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCs6PXho5gicIqUAXfQZ0zBw","UCs6PXho5gicIqUAXfQZ0zBw","0","1","2023-01-11T12:54:20Z","2023-01-11T12:54:20Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk8leru-gQ","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Lo vv 算把啦，我唔會開嚟睇，但小弟佩服你護主毅力，如果你有影響力，叫姜仔真係要好努力，因為佢真係唔夠班，好快被人過佢頭，我冇針對性，但見咁垃圾表演都有人讚好，扯哂火！","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","0","2023-01-11T12:54:05Z","2023-01-11T12:54:05Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk8ju7YFlT","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Yu Yu你唔係啱啱鬧完我咩？做乜突然咁有禮貌？姜粉果然低質又虛偽😂","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","0","2023-01-11T12:40:30Z","2023-01-11T12:40:30Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk7BMyOXoN","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Peter Chan https://youtu.be/4a_BeU_O4e8","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","0","2023-01-11T12:31:57Z","2023-01-11T12:31:57Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk6CotQCGB","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Peter Chan 咁嘛讓說話留在善良溫度，咁你學習下，我剛剛學習完，我去聽🍑🍑的鏡中鏡，作品的說話，如果你未懂讓說話留在善良溫度，咁你跟我去YT聽同學習，不過我未瞭解，亦唔認同你所謂什麽係事實囉🤣🤣🤣🤣","Yu Yu","https://yt3.ggpht.com/ytc/AMLnZu_vyk3IUSABkT4xf4trdaB4Bizv2PfzgWgI9hjn5T57OhrCeAPtmKeDTf1Fw2jP=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCs6PXho5gicIqUAXfQZ0zBw","UCs6PXho5gicIqUAXfQZ0zBw","0","1","2023-01-11T12:27:06Z","2023-01-11T12:27:06Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk5eFpNDJL","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Lo vv你夠膽死揾呢條片平反，首歌平平無奇，冇技巧冇震音，鼻塞唱K質素，其他鏡仔唱重好聽😂😂😂","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","3","2023-01-11T12:16:41Z","2023-01-11T12:16:41Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk4SwcU-ZO","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Peter Chan https://youtu.be/mN4XoNS8zHA","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","0","2023-01-11T12:09:50Z","2023-01-11T12:09:50Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk3fomocY-","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Yu Yu我講事實，無啦啦你呢件姜粉過嚟人身攻擊，大家有眼見姜粉幾咁無恥低質，我唔會好似你咁心壞口賤去鬧返你，公衆評理！","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","3","2023-01-11T12:09:12Z","2023-01-11T12:09:12Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk3b8vSRVJ","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Lo vv 冇心機睇你長篇廢話，要其他人幫手寫稿讚好已經低質，佢一向表現點大家有眼見，你揾一段2022年佢唱現場好聽嚟睇，佢跳舞嗰啲抽筋手當俾佢過！你哋盲目捧你哋事，但影衰香港樂壇就要出聲！唔識唱歌叫受歡迎歌手，乜春野世界！","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","1","2023-01-11T12:00:14Z","2023-01-11T12:00:14Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk2_URGA_4","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Peter Chan 好過你冇人養，冇人教，又冇品，要賺D屈人嘅錢，靠毒舌賺錢，算了，回覆下你，俾你賺少小錢過新年，可憐！🤑🤑🤑","Yu Yu","https://yt3.ggpht.com/ytc/AMLnZu_vyk3IUSABkT4xf4trdaB4Bizv2PfzgWgI9hjn5T57OhrCeAPtmKeDTf1Fw2jP=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCs6PXho5gicIqUAXfQZ0zBw","UCs6PXho5gicIqUAXfQZ0zBw","0","0","2023-01-11T11:55:06Z","2023-01-11T11:55:06Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk1zsXgh_X","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"那萬人迷 走音走爆咪
包裝多過一切 多瀟灑失禮
那萬人迷 卻那懼離題
即使不會歌唱 他懂擺姿勢
笑話！笑話！
笑話！笑話！
你在沉迷 拜偶像鞋底
光陰一再荒廢 高呼他英偉
意亂情迷 你也漸離題
追捧追到開戰 組黨擺姿勢
對罵！對嗎！","keung2015","https://yt3.ggpht.com/7loryjerklZHEXitnIUqVTk1w4kFgW8JvGa1zjEbQUuo36vW9lKYn2cphQHc03qTM9skYXPRAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCHf4VrG5ferdv6w6--_SlqQ","UCHf4VrG5ferdv6w6--_SlqQ","0","6","2023-01-11T11:51:22Z","2023-01-11T11:51:22Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk1ZXrZkrg","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"善意批評應接受， 但惡意攻擊應指責。
著名DJ楊樂笙 ,前天出了一篇文章 ,替姜濤講公道說話。 這篇文章很長 ，寫得很中肯 。以下是最初幾句 ，是最重要的表達。 「我同意嘅， 叱吒當晚 ，姜濤表現係唔夠好 ，身心狀態都要改善 ，有批評亦都好正常， 但係我感覺而家去到一個程度似係想佢死 ，多過想佢進步」。
昨天 ，我亦見到很傳媒轉載楊樂笙這文章， 並且都用他以上頭幾句作標題 ，引來很多正面回應。
 之前都見到很多 文人學士 ，以及知名人士都出文章 ，為姜濤講公道說話。 我亦見到很多 DJ在節目中為姜濤說公道話。
 其實這裏的留言 ，很多很多都是只開了幾個月， 甚至幾個星期 ，甚至幾天的打手， 每天都不斷留幾十個 ，甚至幾百個惡意攻擊留言， 目的是想致姜濤於死地。
當然亦有很多原本是不喜歡姜濤及mirror的haters  ,他們趁這機會 ,完全冇理性的落井下石 。我真的見到很多留言 「希望姜濤永遠消失」， 甚至是類似的惡毒留言， 簡直是惡毒偏激自私的行為。
其實自2021年開始， 有機構請了大量打手，打壓Mirror, 當然姜濤是最主要打壓目標人物 。
這些打手， 不但不斷惡意攻擊 ，甚至更捏造緋聞， 捏造事實 ，亦扮粉絲搞分化， 完全是不擇手段的惡意攻擊。
 鏡中鏡亦是因為這些打手而出這首歌 。
原本是想反擊這些打手 ，但後來姜濤明白到這些惡意攻擊是無法控制， 只有掃除不好的事 ，特別是打手及haters, 使心靈平靜壯大， 才可戰勝自己心魔 ，與他共存。
 所以姜濤在今次這首歌最後很激動唱了六次「掃」字 ，完全是表達歌曲的最重要部分意思 。
另外，因為這首歌是全首要配合舞蹈 ，因為姜濤因腳部做了手術仍未痊癒 ，未能跳舞 ，所以他用這個表演方式去表達歌曲的重要意思 。
可惜他因為手術後要揸拐杖 ，不能大動作 ，更加不能運動練氣 ，亦不能修身 。即使現在剛不用揸拐杖 ，亦要最少半年後，才能完全康復 。
這半年不能大動作 ，更加不能跳舞 ，以及不能做激烈運動 ，例如跑步等 ，所以姜濤可能中氣不足， 以及缺乏排練 ( 因為叱吒前兩天 ，新城頒獎他都是缺席 ，可能是臨時決定出席叱吒)，更加不能練氣 ，所以表演不理想 ，特別嗌的部分， 但他已盡了努力 ，甚至不顧腳傷 ，全力演出 ，可惜換來很多很多惡意攻擊 。
他在當晚訪問說出 ，現在腳很痛 ，並說今次主診醫生一定會鬧他 ，所以他應該再傷腳患。
姜濤今次最錯的，是不應在腳傷未痊癒的時候 ，出來公開表演 ，因為只有粉絲及明事理的人 ，才會體諒!
而有更多更多的打手及haters 只會落井下石, 甚至想致人於死地!","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","2","2023-01-11T11:48:45Z","2023-01-11T11:48:45Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk1GNjcEWV","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Lo vv你打咁大段都冇用，見你都周圍護主，佢表現係差就係差，冇練習，打天才波，肯定會被淘汰，姜粉要努力賺錢供養姜仔，再係咁佢冇得撈！佢其他兄弟表現贏佢幾條街！","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","7","2023-01-11T11:46:16Z","2023-01-11T11:46:16Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk0zDhJDrJ","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Lo vv又千字文博同情","LL","https://yt3.ggpht.com/ytc/AMLnZu-JWHChSYjIIcmahoUnc4HxzYsmIlvYkqiEphPf8KluQCrkcvS8FDzhJYVH8yQRHw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCX32HZeBLpd7BKKIw09nk4A","UCX32HZeBLpd7BKKIw09nk4A","0","6","2023-01-11T11:44:42Z","2023-01-11T11:44:42Z","UgxzoQzxN7gyTXzg1BN4AaABAg.9kk-GEfLFT29kk0niEdiVe","UgxzoQzxN7gyTXzg1BN4AaABAg","j5M6RzGN5JE"
"@Yu Yu 知喇知喇，姜糖好巴閉，世界著名品牌，遲啲升你做姜絲😂","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","0","2023-01-11T15:12:11Z","2023-01-11T15:12:11Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kkOYNDovGk","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"@Peter Chan 又要講一次，係姜糖，唔係姜粉呀！仲有唔好淨係識用低質虛偽，睇多D書，仲有想人認同你和你D friend，學下姜糖做下善事，先叫人評下理，淨係你D老細同你DFriend，未夠公信力🤣🤣🤣🤣😏😏😏😏","Yu Yu","https://yt3.ggpht.com/ytc/AMLnZu_vyk3IUSABkT4xf4trdaB4Bizv2PfzgWgI9hjn5T57OhrCeAPtmKeDTf1Fw2jP=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCs6PXho5gicIqUAXfQZ0zBw","UCs6PXho5gicIqUAXfQZ0zBw","0","1","2023-01-11T13:23:51Z","2023-01-11T13:23:51Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kkC8qwgP61","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"@Peter Chan 我都不再與你講廢話 ，我的留言又不看 ，只懂無理取鬧","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","0","2023-01-11T13:05:55Z","2023-01-11T13:05:55Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kkA5ZEL8Go","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"@Lo vv唔同你廢話，我都想香港樂壇好，評點姜仔咁多年嚟，開頭新鮮感受人追捧，之後有冇用心練唱跳？以為受歡迎食老本不思進取，咤叱肥到隻豬咁出嚟獻世重要表現極樣衰，你哋姜粉有冇責任？我都想香港有男團可以爭氣，但咁質素出埠表演實俾人笑九你😢","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","1","2023-01-11T12:33:00Z","2023-01-11T12:33:00Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kk6KWXLTyW","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"@Peter Chan 最緊要有道理 ，才可反擊你們冇理性的惡意攻擊， 甚至想致人於死地 ，簡直是惡毒偏激自私的行為","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","1","2023-01-11T11:55:47Z","2023-01-11T13:03:30Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kk23rxPwSz","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"@Lo vv你悶唔悶，重覆遍野去護主，你有冇新野講？姜粉被人討厭唔係冇道理！","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","2","2023-01-11T11:48:45Z","2023-01-11T11:48:45Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kk1GQ8xryE","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"鏡中鏡全首歌是用訴說形式， 所以全首歌都很低音 , 你們自己訴說時 會不會有抑揚頓挫, 而且這 melody是又平又快又急 ，這是這歌曲的特色 。
另外他在台下唱歌 ，因為收音差， 而且全場尖叫大嗌， 通常這樣情況 ，mv為了減低觀眾聲音 ，所以亦要將歌手的聲音減少了聲量， 所以他在台下唱歌 ，mv便會聽得很細聲 。但現場觀眾都留言表示 ，在現場他是唱得很好 ，很大聲。
其實最大問題是他最後嗌了六次「掃」這個字， 其實是這首歌最大的要點 ，要將所有很多不好及負面 ，全部掃去， 令到心靈平靜強大， 才可戰勝自己心魔 ，因為他發覺外界的聲音， 特別是網上欺凌( 因為上年開始， 有機構請了很多打手，打壓 Mirror, 當然姜濤是最目標人物。
本來這首歌是為反擊無理攻擊而作， 但他後來更加成長 ，知道很多攻擊是無法控制 ，所以只有令自己心靈強大 ，要與這些共存 ，所以其實這首歌是很有意思， 亦是姜濤的心路歷程 。
但可惜他因為手術後腳傷未好， 他應該 之前兩天仍要揸拐杖， 因為他手術後 ，在ig說要揸兩個月拐杖， 現在只有個半月， 叱吒兩天前 新城頒獎禮他都要缺席 ，所以腳傷完全未好 ，但他為了不再令粉絲失望 ，所以決定負傷出席叱吒 ( 因為很多粉絲在他ig留言， 說到很想他出席叱吒， 即使揸拐杖， 可以坐著唱歌 ，甚至不唱歌， 只見他一面 ，都是開心)，但因為腳傷未能修身， 更加因行動不便， 更加不能做運動 ，所以應該中氣不夠， 亦因腳傷缺乏排練， 所以表演不理想 ，特別嗌的部分不好聽 及激動了一些 ，因為他可能有感而發， 因為是歌曲的重要表達。
他在當天接受訪問 ，問到他腳好返未 ，他說現在腳很痛 ，他應該因表演再傷了腳患。
鏡中鏡是一首非主流歌曲 ，是非常前衛及創新 ，可能有些人未能接受。
請你們聽他唱風雨不改， 你們可能會較喜歡及容易接受 。這首歌是2021年錄音,若現在唱,應該更好。https://youtu.be/4a_BeU_O4e8
風雨不改","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","1","2023-01-11T11:38:59Z","2023-01-11T11:38:59Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kk08s0mTjl","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"今次主要是因為他腳部做了手術 ，仍未康復 。
他在ig透露手術後要揸拐杖兩個月 ， 而完全康復 最少要半年 。現在只是個半月 ，所以他已很努力康復 。
叱吒前兩天 ，新城頒獎禮 ，他都是缺席， 所以前兩天他都可能是要揸拐杖 。
而且這個手術一般情況是要最少半年才可完全康復 ，所以即使這段時間 ，他都不能做劇烈運動 ，例如跳舞 ，跑步， 劇烈運動都不能 。 所以他怎能修身 ，更加不能運動練氣。
因為我都做過腳部手術 ，結果要一年才完全康復， 而且肥了大约20磅。
今次叱吒頒獎 mirror得獎 ，他都沒有表演 ，因為要跳舞 。 他說完全不能跳舞。
而且手術後要補身 ，不是要節食 。
而且在當晚訪問中 ，他說最暴肥 是手術頭三日， 因為完全在病床 不能旭動 。
試問在這情況下， 他怎樣修身， 更加不能練氣， 所以才出現 表現不理想 ，特別嗌的部分 。
鏡中鏡是全程配合舞蹈 ，但因為姜濤知道不能跳舞 ，所以他用這個形式表演 ，會更能表達歌詞 ，特別是最尾6次「掃」字，是掃走不好的事， 特別是打手， 因為自從2021年 ,有機構請了大量打手， 打壓mirror， 當然 姜濤是最中心人物。
 鏡中鏡 ，其實最主要是為了打手 而唱的 。本來是為反擊打手無理攻擊， 甚至捏造緋聞 ，捏造事實， 但他知道不能控制無理攻擊， 只有掃走一切不好的事物 ，令心靈平靜壯大 ，戰勝自己心魔 ，與他共存 。
所以他最後激動地 6次唱出「掃」字 ，正是歌詞其中最主要的部分表達。 
但可惜他因為腳傷未好，力不從心 ，所以表現不理想 。
在當天訪問 ，他說現在腳很痛 ，並說今次主診醫生一定會鬧他 ，所以看他的情況， 應該又再傷腳患。
今次他已盡力表演 ，你覺得企喺度唱 ，與他現在這樣表演， 那樣較容易 ?那樣更落力呢? 可惜是力不從心， 未能達到好的效果。
他今次最錯的地方 ，就是不應腳傷未好， 狀態不佳而表演， 因為只有粉絲及明事理的人才會體諒","Lo vv","https://yt3.ggpht.com/ytc/AMLnZu8T2nBL_x6PFLcPDseDnu8kw_RBVNCYM_S_cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPmtkuU2ThawfCo2EdMY85w","UCPmtkuU2ThawfCo2EdMY85w","0","1","2023-01-11T11:38:37Z","2023-01-11T11:38:37Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kk064nzFX7","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"有咁嘅 fans 先至有咁嘅 藝人，有咩問題？","keung2015","https://yt3.ggpht.com/7loryjerklZHEXitnIUqVTk1w4kFgW8JvGa1zjEbQUuo36vW9lKYn2cphQHc03qTM9skYXPRAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCHf4VrG5ferdv6w6--_SlqQ","UCHf4VrG5ferdv6w6--_SlqQ","0","3","2023-01-11T10:53:52Z","2023-01-11T10:53:52Z","UgzFgyWV8Rxk-4rZkkh4AaABAg.9kjvot2Ae569kjvzKNwLxH","UgzFgyWV8Rxk-4rZkkh4AaABAg","j5M6RzGN5JE"
"唱到鬼拆咁都話冇問題，我唔討厭姜仔，但唔該條片唔好俾外國男團睇到，笑九我哋香港人低質，影衰哂！","Peter Chan","https://yt3.ggpht.com/ytc/AMLnZu-0Ow7R0XTCnVnUrbEYdXxCB9d6Xt_7VcNjRum1u04UkDICpgEBIKwIo2rREMQq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCWUdQTWx_TUc0jnLJbacvcA","UCWUdQTWx_TUc0jnLJbacvcA","0","2","2023-01-11T11:39:03Z","2023-01-11T11:39:03Z","UgxnjtCkaIgDYxOTQfp4AaABAg.9kjtfVaH7FW9kk09HhJLwj","UgxnjtCkaIgDYxOTQfp4AaABAg","j5M6RzGN5JE"
"@Yu Yu 噢小心啊！用錯Yu Yu會員卡先醜死人。大陸肥姜同佢班姜絲先影衰香港，係過街老鼠。","XM L","https://yt3.ggpht.com/ytc/AMLnZu9PsQua2wK-WC2S9hSx8y4gXFpn72IBMp6A2Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCVLlE1JWqLUOy46ZfWLRpXw","UCVLlE1JWqLUOy46ZfWLRpXw","0","1","2023-01-12T10:11:53Z","2023-01-12T10:11:53Z","UgxGOp-dDGCGBTnIdqF4AaABAg.9kjrNM8gC9p9kmQyias0PB","UgxGOp-dDGCGBTnIdqF4AaABAg","j5M6RzGN5JE"
